age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous_contacts,previous_campaign_outcome,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3m_rate,number_of_employees,subscribed,contacted_before
44,skilled-labor,married,university.degree,no,yes,yes,cellular,apr,thu,504,2,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,no
29,skilled-labor,single,professional.course,no,yes,yes,telephone,may,thu,118,4,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
44,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,121,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
32,blue-collar,married,high.school,no,yes,no,telephone,nov,mon,943,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,no
50,white-collar,married,high.school,no,yes,no,cellular,may,wed,333,1,2,failure,-1.8,93.876,-40.0,0.682,5008.7,0,no
32,white-collar,single,high.school,no,yes,no,telephone,jun,wed,23,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,no
30,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,42,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
36,white-collar,married,university.degree,no,yes,no,telephone,jun,mon,149,8,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,no
39,self-employed,single,university.degree,no,no,no,cellular,may,fri,124,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,no
52,white-collar,married,university.degree,no,no,no,cellular,mar,tue,231,1,2,success,-1.8,93.369,-34.8,0.646,5008.7,1,yes
37,white-collar,married,university.degree,no,yes,yes,cellular,may,tue,43,1,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,no
42,blue-collar,divorced,basic.9y,no,no,no,cellular,apr,mon,20,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
37,white-collar,single,high.school,no,yes,no,cellular,jul,mon,87,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
47,skilled-labor,divorced,high.school,no,no,no,telephone,may,fri,156,5,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,no
47,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,641,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,no
53,self-employed,divorced,university.degree,no,yes,no,cellular,nov,mon,107,1,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,no
45,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,654,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
30,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,fri,166,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
44,white-collar,single,university.degree,no,no,no,cellular,aug,mon,208,1,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,no
29,white-collar,single,university.degree,no,yes,yes,cellular,aug,mon,121,12,0,nonexistent,-2.9,92.201,-31.4,0.821,5076.2,0,no
57,self-employed,married,basic.9y,no,no,no,cellular,aug,wed,139,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
37,blue-collar,married,basic.9y,no,yes,no,cellular,mar,tue,158,1,1,failure,-1.8,93.369,-34.8,0.637,5008.7,0,no
55,white-collar,married,high.school,no,yes,no,cellular,jul,mon,170,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
36,skilled-labor,divorced,professional.course,no,no,no,cellular,jul,mon,36,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
38,self-employed,married,basic.4y,no,yes,no,cellular,may,tue,360,1,1,failure,-1.8,92.893,-46.2,1.344,5099.1,0,no
34,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,963,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,no
31,white-collar,single,university.degree,no,yes,no,telephone,oct,tue,125,1,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,1,no
33,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,173,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
43,white-collar,single,high.school,no,yes,no,cellular,jul,fri,110,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
45,white-collar,divorced,high.school,no,yes,no,cellular,jul,fri,800,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
50,blue-collar,married,basic.4y,no,no,no,cellular,jun,tue,135,4,1,failure,-1.7,94.055,-39.8,0.761,4991.6,0,no
49,white-collar,divorced,professional.course,no,yes,yes,cellular,aug,mon,230,1,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,no
61,white-collar,married,high.school,no,no,no,telephone,nov,wed,508,4,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,0,no
44,white-collar,divorced,high.school,no,yes,no,cellular,may,tue,173,8,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,no
33,skilled-labor,married,high.school,no,no,no,cellular,jul,fri,90,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
25,self-employed,married,university.degree,no,yes,no,telephone,may,fri,274,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
32,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,85,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,1957,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,no
36,white-collar,married,university.degree,no,yes,no,telephone,jun,tue,120,11,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,no
51,white-collar,married,university.degree,no,yes,no,cellular,nov,mon,1070,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
31,white-collar,single,university.degree,no,no,yes,cellular,aug,wed,126,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,no
34,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,263,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
26,skilled-labor,single,university.degree,no,yes,no,cellular,may,thu,174,4,1,success,-1.8,92.893,-46.2,1.27,5099.1,1,yes
28,white-collar,single,high.school,no,yes,no,cellular,jul,thu,231,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
29,skilled-labor,single,basic.9y,no,yes,no,cellular,may,mon,170,1,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,no
34,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,350,8,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,no
30,skilled-labor,single,high.school,no,yes,yes,cellular,may,mon,405,1,2,failure,-1.8,92.893,-46.2,1.299,5099.1,0,no
46,blue-collar,married,professional.course,no,no,no,telephone,aug,mon,255,3,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,no
52,white-collar,married,university.degree,no,no,yes,cellular,may,mon,434,2,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,no
32,white-collar,married,university.degree,no,no,no,cellular,may,fri,209,2,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,no
50,white-collar,single,university.degree,no,no,no,telephone,may,tue,101,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
53,white-collar,married,university.degree,no,no,no,cellular,aug,thu,102,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
27,skilled-labor,single,professional.course,no,yes,no,cellular,jul,tue,131,2,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
36,skilled-labor,divorced,professional.course,no,yes,no,cellular,aug,wed,79,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
23,not-working,single,high.school,no,yes,no,telephone,jun,mon,434,1,1,success,-1.7,94.055,-39.8,0.72,4991.6,1,yes
38,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,154,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
50,white-collar,married,university.degree,no,yes,no,cellular,aug,mon,166,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
34,skilled-labor,married,professional.course,no,no,no,cellular,nov,thu,144,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
41,skilled-labor,divorced,university.degree,no,no,no,cellular,jun,mon,238,1,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,0,no
36,self-employed,married,university.degree,no,yes,no,telephone,jun,mon,529,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
46,skilled-labor,married,university.degree,no,yes,no,cellular,may,mon,231,1,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,no
46,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,10,4,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,no
35,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,317,2,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,no
26,not-working,single,high.school,no,yes,yes,telephone,may,wed,61,4,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,no
40,self-employed,married,professional.course,no,no,no,telephone,may,tue,119,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
51,not-working,divorced,professional.course,no,yes,no,cellular,jul,mon,70,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
40,white-collar,married,university.degree,no,yes,no,cellular,aug,mon,159,4,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
30,white-collar,single,high.school,no,yes,no,cellular,nov,fri,337,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
35,white-collar,married,university.degree,no,no,no,cellular,jun,tue,136,2,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1,no
34,skilled-labor,single,university.degree,no,no,no,cellular,jul,tue,159,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
31,white-collar,single,university.degree,no,no,no,cellular,nov,thu,244,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
37,white-collar,married,basic.9y,no,no,no,telephone,may,thu,30,2,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
52,skilled-labor,married,high.school,no,no,no,cellular,jul,wed,183,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
36,white-collar,married,university.degree,no,no,no,cellular,may,mon,91,3,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,no
49,white-collar,married,university.degree,no,yes,yes,cellular,apr,fri,40,8,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
32,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,447,2,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,no
32,white-collar,married,university.degree,no,yes,no,cellular,nov,thu,158,2,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,no
23,white-collar,single,professional.course,no,yes,no,cellular,jul,wed,245,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
42,white-collar,single,university.degree,no,no,no,telephone,may,thu,236,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
37,white-collar,single,high.school,no,yes,no,cellular,nov,fri,103,2,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
29,not-working,single,high.school,no,yes,no,cellular,oct,fri,168,2,0,nonexistent,-1.1,94.601,-49.5,1.029,4963.6,0,no
34,skilled-labor,married,professional.course,no,yes,no,cellular,nov,mon,53,2,1,failure,-3.4,92.649,-30.1,0.722,5017.5,0,no
51,white-collar,divorced,high.school,no,no,no,cellular,nov,thu,486,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
33,skilled-labor,divorced,high.school,no,yes,no,cellular,nov,wed,100,1,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,no
26,skilled-labor,single,professional.course,no,no,no,telephone,may,thu,95,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
49,skilled-labor,married,high.school,no,yes,no,telephone,may,thu,435,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
49,not-working,single,high.school,no,yes,no,telephone,nov,fri,136,2,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,no
32,skilled-labor,married,university.degree,no,yes,no,telephone,jul,thu,443,4,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
58,skilled-labor,married,basic.4y,no,no,no,telephone,jun,thu,322,2,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0,no
36,white-collar,married,university.degree,no,yes,no,cellular,may,wed,241,2,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,no
47,skilled-labor,divorced,university.degree,no,no,no,cellular,apr,fri,53,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
30,white-collar,married,university.degree,no,no,no,cellular,may,wed,121,1,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,no
58,skilled-labor,married,professional.course,no,no,no,cellular,aug,tue,704,2,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,no
32,white-collar,single,university.degree,no,yes,no,cellular,jul,thu,96,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
32,skilled-labor,single,high.school,no,no,no,cellular,may,wed,248,2,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
49,white-collar,single,high.school,no,no,no,cellular,oct,fri,165,1,1,failure,-3.4,92.431,-26.9,0.739,5017.5,0,no
44,skilled-labor,married,high.school,no,yes,yes,telephone,may,mon,391,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
34,blue-collar,single,high.school,no,yes,no,cellular,may,fri,56,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,no
36,white-collar,divorced,professional.course,no,no,no,telephone,jun,thu,115,2,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,no
38,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,98,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,no
35,not-working,divorced,basic.9y,no,no,no,cellular,jul,thu,169,7,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
52,skilled-labor,married,high.school,no,yes,no,telephone,may,thu,355,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
39,blue-collar,married,basic.4y,no,yes,no,cellular,jul,thu,388,2,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
47,white-collar,single,high.school,no,yes,yes,cellular,apr,thu,1122,1,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
41,skilled-labor,married,basic.9y,no,no,no,telephone,may,wed,102,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
38,blue-collar,single,university.degree,no,no,no,telephone,may,wed,109,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
42,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,88,1,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,no
31,skilled-labor,divorced,high.school,no,no,no,cellular,aug,mon,50,5,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
42,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,632,5,1,success,-1.8,92.893,-46.2,1.344,5099.1,0,yes
40,blue-collar,married,basic.6y,no,yes,no,cellular,nov,wed,1057,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,no
28,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,thu,109,2,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,no
43,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,551,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
55,white-collar,married,high.school,no,no,no,cellular,nov,fri,148,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
26,not-working,single,university.degree,no,no,no,cellular,nov,fri,181,1,1,success,-3.4,92.649,-30.1,0.714,5017.5,1,yes
30,white-collar,single,university.degree,no,no,no,cellular,may,tue,223,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,no
73,not-working,single,professional.course,no,no,no,cellular,apr,fri,291,1,3,success,-1.8,93.749,-34.6,0.645,5008.7,1,yes
40,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,687,1,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,no
41,self-employed,divorced,university.degree,no,no,no,cellular,aug,thu,182,4,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
53,self-employed,married,university.degree,no,no,no,telephone,may,fri,371,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,no
57,skilled-labor,married,university.degree,no,yes,no,cellular,aug,thu,202,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
40,white-collar,married,high.school,no,yes,no,cellular,nov,wed,131,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,no
25,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,113,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,no
39,blue-collar,married,high.school,no,yes,no,cellular,may,wed,298,1,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
33,skilled-labor,single,high.school,no,no,no,cellular,apr,fri,124,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
50,white-collar,married,university.degree,no,yes,no,cellular,jul,thu,367,1,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,1,no
47,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,56,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,no
28,skilled-labor,single,high.school,no,yes,yes,cellular,may,tue,6,5,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,no
26,white-collar,married,university.degree,no,yes,no,cellular,mar,mon,175,5,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1,no
35,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,155,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,no
51,white-collar,married,university.degree,no,no,yes,cellular,nov,fri,220,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
42,white-collar,married,high.school,no,yes,no,cellular,may,fri,270,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,no
48,white-collar,married,basic.9y,no,yes,no,cellular,jul,thu,347,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
53,white-collar,married,high.school,no,yes,no,cellular,may,mon,8,3,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,no
51,blue-collar,divorced,high.school,no,yes,no,cellular,jul,thu,870,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
32,skilled-labor,married,basic.9y,no,yes,no,cellular,may,tue,500,2,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,no
35,white-collar,single,university.degree,no,no,no,telephone,jul,tue,42,1,0,nonexistent,-1.7,94.215,-40.3,0.797,4991.6,0,no
33,skilled-labor,married,high.school,no,yes,no,cellular,aug,mon,119,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
48,white-collar,divorced,university.degree,no,yes,no,cellular,aug,wed,179,3,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,no
26,skilled-labor,single,high.school,no,no,yes,cellular,jul,thu,126,1,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
39,self-employed,married,professional.course,no,yes,no,telephone,jul,wed,339,8,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
34,white-collar,single,high.school,no,no,yes,cellular,jun,thu,207,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,no
50,blue-collar,married,professional.course,no,no,no,cellular,nov,thu,600,3,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,no
29,white-collar,single,university.degree,no,no,no,cellular,aug,fri,77,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
58,white-collar,single,university.degree,no,no,no,telephone,may,mon,543,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,no
43,white-collar,married,university.degree,no,yes,no,cellular,mar,fri,111,3,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,0,no
29,skilled-labor,single,high.school,no,yes,no,cellular,may,thu,332,2,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,no
33,skilled-labor,single,university.degree,no,no,no,cellular,aug,mon,198,4,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
36,white-collar,single,university.degree,no,yes,no,telephone,nov,thu,42,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
26,white-collar,single,high.school,no,no,yes,cellular,jul,wed,136,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
47,white-collar,married,basic.9y,no,yes,no,cellular,jun,tue,118,2,1,success,-2.9,92.963,-40.8,1.262,5076.2,0,yes
32,skilled-labor,single,professional.course,no,no,no,cellular,apr,mon,33,1,1,success,-1.8,93.075,-47.1,1.405,5099.1,0,yes
30,skilled-labor,single,high.school,no,yes,no,cellular,jul,fri,94,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,156,1,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,no
38,skilled-labor,married,professional.course,no,yes,no,telephone,may,fri,122,4,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,no
41,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,14,20,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,no
53,white-collar,married,high.school,no,no,no,cellular,nov,wed,291,2,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,no
40,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,317,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,no
29,white-collar,married,university.degree,no,yes,no,cellular,jul,wed,39,9,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,140,3,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,no
29,white-collar,single,university.degree,no,yes,no,telephone,may,tue,33,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
39,white-collar,single,high.school,no,no,no,telephone,nov,thu,51,1,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,0,no
32,skilled-labor,married,professional.course,no,yes,no,telephone,jun,mon,127,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
44,blue-collar,single,basic.4y,no,yes,no,cellular,mar,tue,1530,2,0,nonexistent,-1.8,92.843,-50.0,1.51,5099.1,1,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,118,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
32,skilled-labor,married,university.degree,no,no,no,cellular,aug,thu,251,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,no
56,white-collar,married,professional.course,no,yes,no,cellular,may,mon,240,2,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,no
47,skilled-labor,married,high.school,no,yes,no,cellular,nov,tue,164,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
41,skilled-labor,married,professional.course,no,no,no,cellular,aug,tue,269,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,no
59,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,207,3,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,no
34,self-employed,single,professional.course,no,yes,no,telephone,may,fri,10,7,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,no
40,skilled-labor,single,professional.course,no,no,no,telephone,may,thu,202,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
30,white-collar,married,university.degree,no,yes,no,cellular,jul,wed,957,3,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,no
48,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,211,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
